usage_date,attraction,attendance,branch
2024-06-06,Disneyland Railroad,654,Disneyland_California
2024-06-06,Disneyland Railroad,654,Disneyland_Paris
2024-06-07,Disneyland Railroad,554,Disneyland_California
2024-06-07,Disneyland Railroad,554,Disneyland_Paris
2024-06-08,Disneyland Railroad,922,Disneyland_California
2024-06-08,Disneyland Railroad,922,Disneyland_Paris
2024-06-09,Disneyland Railroad,890,Disneyland_California
2024-06-09,Disneyland Railroad,890,Disneyland_Paris
2024-06-10,Disneyland Railroad,687,Disneyland_California
2024-06-10,Disneyland Railroad,687,Disneyland_Paris
2024-06-11,Disneyland Railroad,650,Disneyland_California
2024-06-11,Disneyland Railroad,650,Disneyland_Paris
2024-06-12,Disneyland Railroad,514,Disneyland_California
2024-06-12,Disneyland Railroad,514,Disneyland_Paris
2024-06-13,Disneyland Railroad,162,Disneyland_California
2024-06-13,Disneyland Railroad,162,Disneyland_Paris
2024-06-14,Disneyland Railroad,284,Disneyland_California
2024-06-14,Disneyland Railroad,284,Disneyland_Paris
2024-06-15,Disneyland Railroad,187,Disneyland_California
2024-06-15,Disneyland Railroad,187,Disneyland_Paris
2024-06-16,Disneyland Railroad,802,Disneyland_California
2024-06-16,Disneyland Railroad,802,Disneyland_Paris
2024-06-17,Disneyland Railroad,671,Disneyland_California
2024-06-17,Disneyland Railroad,671,Disneyland_Paris
2024-06-18,Disneyland Railroad,266,Disneyland_California
2024-06-18,Disneyland Railroad,266,Disneyland_Paris
2024-06-19,Disneyland Railroad,460,Disneyland_California
2024-06-19,Disneyland Railroad,460,Disneyland_Paris
2024-06-20,Disneyland Railroad,348,Disneyland_California
2024-06-20,Disneyland Railroad,348,Disneyland_Paris
2024-06-21,Disneyland Railroad,565,Disneyland_California
2024-06-21,Disneyland Railroad,565,Disneyland_Paris
2024-06-22,Disneyland Railroad,787,Disneyland_California
2024-06-22,Disneyland Railroad,787,Disneyland_Paris
2024-06-23,Disneyland Railroad,396,Disneyland_California
2024-06-23,Disneyland Railroad,396,Disneyland_Paris
2024-06-24,Disneyland Railroad,513,Disneyland_California
2024-06-24,Disneyland Railroad,513,Disneyland_Paris
2024-06-25,Disneyland Railroad,922,Disneyland_California
2024-06-25,Disneyland Railroad,922,Disneyland_Paris
2024-06-26,Disneyland Railroad,847,Disneyland_California
2024-06-26,Disneyland Railroad,847,Disneyland_Paris
2024-06-27,Disneyland Railroad,285,Disneyland_California
2024-06-27,Disneyland Railroad,285,Disneyland_Paris
2024-06-28,Disneyland Railroad,280,Disneyland_California
2024-06-28,Disneyland Railroad,280,Disneyland_Paris
2024-06-29,Disneyland Railroad,809,Disneyland_California
2024-06-29,Disneyland Railroad,809,Disneyland_Paris
2024-06-30,Disneyland Railroad,141,Disneyland_California
2024-06-30,Disneyland Railroad,141,Disneyland_Paris
2024-07-01,Disneyland Railroad,479,Disneyland_California
2024-07-01,Disneyland Railroad,479,Disneyland_Paris
2024-07-02,Disneyland Railroad,471,Disneyland_California
2024-07-02,Disneyland Railroad,471,Disneyland_Paris
2024-07-03,Disneyland Railroad,434,Disneyland_California
2024-07-03,Disneyland Railroad,434,Disneyland_Paris
2024-07-04,Disneyland Railroad,638,Disneyland_California
2024-07-04,Disneyland Railroad,638,Disneyland_Paris
2024-07-05,Disneyland Railroad,305,Disneyland_California
2024-07-05,Disneyland Railroad,305,Disneyland_Paris
2024-07-06,Disneyland Railroad,239,Disneyland_California
2024-07-06,Disneyland Railroad,239,Disneyland_Paris
2024-07-07,Disneyland Railroad,755,Disneyland_California
2024-07-07,Disneyland Railroad,755,Disneyland_Paris
2024-07-08,Disneyland Railroad,258,Disneyland_California
2024-07-08,Disneyland Railroad,258,Disneyland_Paris
2024-07-09,Disneyland Railroad,879,Disneyland_California
2024-07-09,Disneyland Railroad,879,Disneyland_Paris
2024-07-10,Disneyland Railroad,330,Disneyland_California
2024-07-10,Disneyland Railroad,330,Disneyland_Paris
2024-07-11,Disneyland Railroad,260,Disneyland_California
2024-07-11,Disneyland Railroad,260,Disneyland_Paris
2024-07-12,Disneyland Railroad,359,Disneyland_California
2024-07-12,Disneyland Railroad,359,Disneyland_Paris
2024-07-13,Disneyland Railroad,470,Disneyland_California
2024-07-13,Disneyland Railroad,470,Disneyland_Paris
2024-07-14,Disneyland Railroad,201,Disneyland_California
2024-07-14,Disneyland Railroad,201,Disneyland_Paris
2024-07-15,Disneyland Railroad,122,Disneyland_California
2024-07-15,Disneyland Railroad,122,Disneyland_Paris
2024-07-16,Disneyland Railroad,983,Disneyland_California
2024-07-16,Disneyland Railroad,983,Disneyland_Paris
2024-07-17,Disneyland Railroad,292,Disneyland_California
2024-07-17,Disneyland Railroad,292,Disneyland_Paris
2024-07-18,Disneyland Railroad,519,Disneyland_California
2024-07-18,Disneyland Railroad,519,Disneyland_Paris
2024-07-19,Disneyland Railroad,677,Disneyland_California
2024-07-19,Disneyland Railroad,677,Disneyland_Paris
2024-07-20,Disneyland Railroad,194,Disneyland_California
2024-07-20,Disneyland Railroad,194,Disneyland_Paris
2024-07-21,Disneyland Railroad,502,Disneyland_California
2024-07-21,Disneyland Railroad,502,Disneyland_Paris
2024-07-22,Disneyland Railroad,864,Disneyland_California
2024-07-22,Disneyland Railroad,864,Disneyland_Paris
2024-07-23,Disneyland Railroad,866,Disneyland_California
2024-07-23,Disneyland Railroad,866,Disneyland_Paris
2024-07-24,Disneyland Railroad,195,Disneyland_California
2024-07-24,Disneyland Railroad,195,Disneyland_Paris
2024-07-25,Disneyland Railroad,470,Disneyland_California
2024-07-25,Disneyland Railroad,470,Disneyland_Paris
2024-07-26,Disneyland Railroad,653,Disneyland_California
2024-07-26,Disneyland Railroad,653,Disneyland_Paris
2024-07-27,Disneyland Railroad,353,Disneyland_California
2024-07-27,Disneyland Railroad,353,Disneyland_Paris
2024-07-28,Disneyland Railroad,814,Disneyland_California
2024-07-28,Disneyland Railroad,814,Disneyland_Paris
2024-07-29,Disneyland Railroad,737,Disneyland_California
2024-07-29,Disneyland Railroad,737,Disneyland_Paris
2024-07-30,Disneyland Railroad,696,Disneyland_California
2024-07-30,Disneyland Railroad,696,Disneyland_Paris
2024-07-31,Disneyland Railroad,203,Disneyland_California
2024-07-31,Disneyland Railroad,203,Disneyland_Paris
2024-08-01,Disneyland Railroad,822,Disneyland_California
2024-08-01,Disneyland Railroad,822,Disneyland_Paris
2024-08-02,Disneyland Railroad,847,Disneyland_California
2024-08-02,Disneyland Railroad,847,Disneyland_Paris
2024-08-03,Disneyland Railroad,344,Disneyland_California
2024-08-03,Disneyland Railroad,344,Disneyland_Paris
2024-08-04,Disneyland Railroad,454,Disneyland_California
2024-08-04,Disneyland Railroad,454,Disneyland_Paris
2024-08-05,Disneyland Railroad,750,Disneyland_California
2024-08-05,Disneyland Railroad,750,Disneyland_Paris
2024-08-06,Disneyland Railroad,767,Disneyland_California
2024-08-06,Disneyland Railroad,767,Disneyland_Paris
2024-08-07,Disneyland Railroad,761,Disneyland_California
2024-08-07,Disneyland Railroad,761,Disneyland_Paris
2024-08-08,Disneyland Railroad,660,Disneyland_California
2024-08-08,Disneyland Railroad,660,Disneyland_Paris
2024-08-09,Disneyland Railroad,928,Disneyland_California
2024-08-09,Disneyland Railroad,928,Disneyland_Paris
2024-08-10,Disneyland Railroad,301,Disneyland_California
2024-08-10,Disneyland Railroad,301,Disneyland_Paris
2024-08-11,Disneyland Railroad,537,Disneyland_California
2024-08-11,Disneyland Railroad,537,Disneyland_Paris
2024-08-12,Disneyland Railroad,110,Disneyland_California
2024-08-12,Disneyland Railroad,110,Disneyland_Paris
2024-08-13,Disneyland Railroad,994,Disneyland_California
2024-08-13,Disneyland Railroad,994,Disneyland_Paris
2024-08-14,Disneyland Railroad,567,Disneyland_California
2024-08-14,Disneyland Railroad,567,Disneyland_Paris
2024-08-15,Disneyland Railroad,265,Disneyland_California
2024-08-15,Disneyland Railroad,265,Disneyland_Paris
2024-08-16,Disneyland Railroad,496,Disneyland_California
2024-08-16,Disneyland Railroad,496,Disneyland_Paris
2024-08-17,Disneyland Railroad,125,Disneyland_California
2024-08-17,Disneyland Railroad,125,Disneyland_Paris
2024-08-18,Disneyland Railroad,839,Disneyland_California
2024-08-18,Disneyland Railroad,839,Disneyland_Paris
2024-08-19,Disneyland Railroad,734,Disneyland_California
2024-08-19,Disneyland Railroad,734,Disneyland_Paris
2024-08-20,Disneyland Railroad,488,Disneyland_California
2024-08-20,Disneyland Railroad,488,Disneyland_Paris
2024-08-21,Disneyland Railroad,625,Disneyland_California
2024-08-21,Disneyland Railroad,625,Disneyland_Paris
2024-08-22,Disneyland Railroad,402,Disneyland_California
2024-08-22,Disneyland Railroad,402,Disneyland_Paris
2024-08-23,Disneyland Railroad,542,Disneyland_California
2024-08-23,Disneyland Railroad,542,Disneyland_Paris
2024-08-24,Disneyland Railroad,607,Disneyland_California
2024-08-24,Disneyland Railroad,607,Disneyland_Paris
2024-08-25,Disneyland Railroad,579,Disneyland_California
2024-08-25,Disneyland Railroad,579,Disneyland_Paris
2024-08-26,Disneyland Railroad,581,Disneyland_California
2024-08-26,Disneyland Railroad,581,Disneyland_Paris
2024-08-27,Disneyland Railroad,442,Disneyland_California
2024-08-27,Disneyland Railroad,442,Disneyland_Paris
2024-08-28,Disneyland Railroad,558,Disneyland_California
2024-08-28,Disneyland Railroad,558,Disneyland_Paris
2024-08-29,Disneyland Railroad,984,Disneyland_California
2024-08-29,Disneyland Railroad,984,Disneyland_Paris
2024-08-30,Disneyland Railroad,218,Disneyland_California
2024-08-30,Disneyland Railroad,218,Disneyland_Paris
2024-08-31,Disneyland Railroad,120,Disneyland_California
2024-08-31,Disneyland Railroad,120,Disneyland_Paris
2024-09-01,Disneyland Railroad,779,Disneyland_California
2024-09-01,Disneyland Railroad,779,Disneyland_Paris
2024-09-02,Disneyland Railroad,868,Disneyland_California
2024-09-02,Disneyland Railroad,868,Disneyland_Paris
2024-09-03,Disneyland Railroad,979,Disneyland_California
2024-09-03,Disneyland Railroad,979,Disneyland_Paris
2024-09-04,Disneyland Railroad,285,Disneyland_California
2024-09-04,Disneyland Railroad,285,Disneyland_Paris
2024-09-05,Disneyland Railroad,212,Disneyland_California
2024-09-05,Disneyland Railroad,212,Disneyland_Paris
2024-09-06,Disneyland Railroad,217,Disneyland_California
2024-09-06,Disneyland Railroad,217,Disneyland_Paris
2024-09-07,Disneyland Railroad,324,Disneyland_California
2024-09-07,Disneyland Railroad,324,Disneyland_Paris
2024-09-08,Disneyland Railroad,384,Disneyland_California
2024-09-08,Disneyland Railroad,384,Disneyland_Paris
2024-09-09,Disneyland Railroad,809,Disneyland_California
2024-09-09,Disneyland Railroad,809,Disneyland_Paris
2024-09-10,Disneyland Railroad,769,Disneyland_California
2024-09-10,Disneyland Railroad,769,Disneyland_Paris
2024-09-11,Disneyland Railroad,398,Disneyland_California
2024-09-11,Disneyland Railroad,398,Disneyland_Paris
2024-09-12,Disneyland Railroad,977,Disneyland_California
2024-09-12,Disneyland Railroad,977,Disneyland_Paris
2024-09-13,Disneyland Railroad,474,Disneyland_California
2024-09-13,Disneyland Railroad,474,Disneyland_Paris
2024-09-14,Disneyland Railroad,630,Disneyland_California
2024-09-14,Disneyland Railroad,630,Disneyland_Paris
2024-09-15,Disneyland Railroad,407,Disneyland_California
2024-09-15,Disneyland Railroad,407,Disneyland_Paris
2024-09-16,Disneyland Railroad,906,Disneyland_California
2024-09-16,Disneyland Railroad,906,Disneyland_Paris
2024-09-17,Disneyland Railroad,137,Disneyland_California
2024-09-17,Disneyland Railroad,137,Disneyland_Paris
2024-09-18,Disneyland Railroad,786,Disneyland_California
2024-09-18,Disneyland Railroad,786,Disneyland_Paris
2024-09-19,Disneyland Railroad,516,Disneyland_California
2024-09-19,Disneyland Railroad,516,Disneyland_Paris
2024-09-20,Disneyland Railroad,549,Disneyland_California
2024-09-20,Disneyland Railroad,549,Disneyland_Paris
2024-09-21,Disneyland Railroad,587,Disneyland_California
2024-09-21,Disneyland Railroad,587,Disneyland_Paris
2024-09-22,Disneyland Railroad,591,Disneyland_California
2024-09-22,Disneyland Railroad,591,Disneyland_Paris
2024-09-23,Disneyland Railroad,508,Disneyland_California
2024-09-23,Disneyland Railroad,508,Disneyland_Paris
2024-09-24,Disneyland Railroad,654,Disneyland_California
2024-09-24,Disneyland Railroad,654,Disneyland_Paris
2024-09-25,Disneyland Railroad,798,Disneyland_California
2024-09-25,Disneyland Railroad,798,Disneyland_Paris
2024-09-26,Disneyland Railroad,615,Disneyland_California
2024-09-26,Disneyland Railroad,615,Disneyland_Paris
2024-09-27,Disneyland Railroad,783,Disneyland_California
2024-09-27,Disneyland Railroad,783,Disneyland_Paris
2024-09-28,Disneyland Railroad,204,Disneyland_California
2024-09-28,Disneyland Railroad,204,Disneyland_Paris
2024-09-29,Disneyland Railroad,379,Disneyland_California
2024-09-29,Disneyland Railroad,379,Disneyland_Paris
2024-09-30,Disneyland Railroad,507,Disneyland_California
2024-09-30,Disneyland Railroad,507,Disneyland_Paris
2024-10-01,Disneyland Railroad,731,Disneyland_California
2024-10-01,Disneyland Railroad,731,Disneyland_Paris
2024-10-02,Disneyland Railroad,409,Disneyland_California
2024-10-02,Disneyland Railroad,409,Disneyland_Paris
2024-10-03,Disneyland Railroad,370,Disneyland_California
2024-10-03,Disneyland Railroad,370,Disneyland_Paris
2024-10-04,Disneyland Railroad,901,Disneyland_California
2024-10-04,Disneyland Railroad,901,Disneyland_Paris
2024-10-05,Disneyland Railroad,438,Disneyland_California
2024-10-05,Disneyland Railroad,438,Disneyland_Paris
2024-10-06,Disneyland Railroad,401,Disneyland_California
2024-10-06,Disneyland Railroad,401,Disneyland_Paris
2024-10-07,Disneyland Railroad,793,Disneyland_California
2024-10-07,Disneyland Railroad,793,Disneyland_Paris
2024-10-08,Disneyland Railroad,259,Disneyland_California
2024-10-08,Disneyland Railroad,259,Disneyland_Paris
2024-10-09,Disneyland Railroad,788,Disneyland_California
2024-10-09,Disneyland Railroad,788,Disneyland_Paris
2024-10-10,Disneyland Railroad,932,Disneyland_California
2024-10-10,Disneyland Railroad,932,Disneyland_Paris
2024-10-11,Disneyland Railroad,499,Disneyland_California
2024-10-11,Disneyland Railroad,499,Disneyland_Paris
2024-10-12,Disneyland Railroad,291,Disneyland_California
2024-10-12,Disneyland Railroad,291,Disneyland_Paris
2024-10-13,Disneyland Railroad,173,Disneyland_California
2024-10-13,Disneyland Railroad,173,Disneyland_Paris
2024-10-14,Disneyland Railroad,501,Disneyland_California
2024-10-14,Disneyland Railroad,501,Disneyland_Paris
2024-10-15,Disneyland Railroad,958,Disneyland_California
2024-10-15,Disneyland Railroad,958,Disneyland_Paris
2024-10-16,Disneyland Railroad,755,Disneyland_California
2024-10-16,Disneyland Railroad,755,Disneyland_Paris
2024-10-17,Disneyland Railroad,509,Disneyland_California
2024-10-17,Disneyland Railroad,509,Disneyland_Paris
2024-10-18,Disneyland Railroad,638,Disneyland_California
2024-10-18,Disneyland Railroad,638,Disneyland_Paris
2024-10-19,Disneyland Railroad,183,Disneyland_California
2024-10-19,Disneyland Railroad,183,Disneyland_Paris
2024-10-20,Disneyland Railroad,789,Disneyland_California
2024-10-20,Disneyland Railroad,789,Disneyland_Paris
2024-10-21,Disneyland Railroad,932,Disneyland_California
2024-10-21,Disneyland Railroad,932,Disneyland_Paris
2024-10-22,Disneyland Railroad,497,Disneyland_California
2024-10-22,Disneyland Railroad,497,Disneyland_Paris
2024-10-23,Disneyland Railroad,551,Disneyland_California
2024-10-23,Disneyland Railroad,551,Disneyland_Paris
2024-10-24,Disneyland Railroad,559,Disneyland_California
2024-10-24,Disneyland Railroad,559,Disneyland_Paris
2024-10-25,Disneyland Railroad,724,Disneyland_California
2024-10-25,Disneyland Railroad,724,Disneyland_Paris
2024-10-26,Disneyland Railroad,204,Disneyland_California
2024-10-26,Disneyland Railroad,204,Disneyland_Paris
2024-10-27,Disneyland Railroad,493,Disneyland_California
2024-10-27,Disneyland Railroad,493,Disneyland_Paris
2024-10-28,Disneyland Railroad,630,Disneyland_California
2024-10-28,Disneyland Railroad,630,Disneyland_Paris
2024-10-29,Disneyland Railroad,766,Disneyland_California
2024-10-29,Disneyland Railroad,766,Disneyland_Paris
2024-10-30,Disneyland Railroad,800,Disneyland_California
2024-10-30,Disneyland Railroad,800,Disneyland_Paris
2024-10-31,Disneyland Railroad,399,Disneyland_California
2024-10-31,Disneyland Railroad,399,Disneyland_Paris
2024-11-01,Disneyland Railroad,640,Disneyland_California
2024-11-01,Disneyland Railroad,640,Disneyland_Paris
2024-11-02,Disneyland Railroad,862,Disneyland_California
2024-11-02,Disneyland Railroad,862,Disneyland_Paris
2024-11-03,Disneyland Railroad,540,Disneyland_California
2024-11-03,Disneyland Railroad,540,Disneyland_Paris
2024-11-04,Disneyland Railroad,758,Disneyland_California
2024-11-04,Disneyland Railroad,758,Disneyland_Paris
2024-11-05,Disneyland Railroad,656,Disneyland_California
2024-11-05,Disneyland Railroad,656,Disneyland_Paris
2024-11-06,Disneyland Railroad,323,Disneyland_California
2024-11-06,Disneyland Railroad,323,Disneyland_Paris
2024-11-07,Disneyland Railroad,767,Disneyland_California
2024-11-07,Disneyland Railroad,767,Disneyland_Paris
2024-11-08,Disneyland Railroad,878,Disneyland_California
